campaign_id,gender,age_range,education_level,country,state,sentiment_category
1,female,55-64,phd,Other,Other,positive
1,prefer not to say,35-44,bachelor,Portugal,Other,neutral
1,female,45-54,elementary,Colombia,Other,positive
1,male,18-24,other,Portugal,Other,positive
1,prefer not to say,other,master,Spain,Other,negative
1,prefer not to say,18-24,bachelor,Mexico,Other,positive
1,male,35-44,elementary,Switzerland,Other,positive
1,prefer not to say,18-24,elementary,Italy,Other,positive
1,male,35-44,other,China,Other,positive
1,prefer not to say,18-24,highschool,Switzerland,Other,neutral
1,male,25-34,bachelor,Mexico,Other,positive
1,other,35-44,master,Germany,Other,negative
1,prefer not to say,65+,phd,Japan,Other,positive
1,male,65+,phd,Chile,Other,positive
1,prefer not to say,35-44,phd,Italy,Other,positive
1,prefer not to say,other,master,Angola,Other,negative
1,other,65+,highschool,Mexico,Other,positive
1,prefer not to say,other,bachelor,Angola,Other,positive
1,other,other,elementary,Colombia,Other,negative
1,prefer not to say,65+,bachelor,India,Other,negative
1,prefer not to say,25-34,other,Australia,Other,positive
1,female,25-34,elementary,Mozambique,Other,negative
1,male,25-34,phd,United States,Other,positive
1,female,18-24,elementary,India,Other,neutral
1,male,65+,highschool,Netherlands,Other,neutral
1,male,65+,phd,France,Other,neutral
1,female,25-34,bachelor,Portugal,Other,positive
1,other,55-64,master,Other,Other,positive
1,prefer not to say,other,elementary,Switzerland,Other,negative
1,female,65+,elementary,Italy,Other,positive
1,other,45-54,other,China,Other,positive
1,prefer not to say,18-24,highschool,Angola,Other,neutral
1,other,35-44,highschool,Chile,Other,positive
1,prefer not to say,55-64,master,France,Other,neutral
1,other,25-34,phd,Mozambique,Other,positive
1,prefer not to say,35-44,phd,Argentina,Other,neutral
1,female,other,other,Germany,Other,negative
1,male,18-24,phd,Japan,Other,positive
1,other,other,elementary,Switzerland,Other,positive
1,female,65+,bachelor,France,Other,negative
1,male,55-64,elementary,Japan,Other,positive
1,prefer not to say,18-24,bachelor,Chile,Other,positive
1,female,35-44,master,Japan,Other,positive
1,prefer not to say,55-64,elementary,Germany,Other,positive
1,female,other,master,Argentina,Other,positive
1,prefer not to say,18-24,elementary,South Korea,Other,positive
1,other,18-24,bachelor,Mexico,Other,positive
1,male,65+,master,Chile,Other,positive
1,male,other,elementary,Peru,Other,neutral
1,other,65+,bachelor,Portugal,Other,neutral
1,female,18-24,other,France,Other,negative
1,prefer not to say,18-24,other,Mexico,Other,positive
1,other,other,master,France,Other,positive
1,prefer not to say,55-64,other,Canada,Other,positive
1,prefer not to say,other,elementary,Germany,Other,positive
1,female,65+,elementary,India,Other,neutral
1,prefer not to say,55-64,bachelor,Mozambique,Other,negative
1,other,25-34,other,Germany,Other,positive
1,other,45-54,highschool,Italy,Other,positive
1,male,35-44,phd,Japan,Other,positive
1,female,18-24,master,Peru,Other,positive
1,male,65+,elementary,Other,Other,positive
1,male,25-34,bachelor,Chile,Other,positive
1,prefer not to say,45-54,phd,China,Other,negative
1,male,55-64,bachelor,Argentina,Other,neutral
1,male,25-34,other,Spain,Other,positive
1,male,35-44,highschool,Portugal,Other,positive
1,prefer not to say,55-64,master,United States,Other,positive
1,other,55-64,phd,Australia,Other,positive
1,male,18-24,phd,Spain,Other,positive
1,male,45-54,master,Other,Other,positive
1,male,65+,other,Brazil,RS,positive
1,other,35-44,phd,Other,Other,positive
1,male,25-34,bachelor,Japan,Other,positive
1,female,55-64,elementary,South Korea,Other,positive
1,other,45-54,master,Germany,Other,positive
1,female,55-64,master,China,Other,positive
1,prefer not to say,65+,highschool,Portugal,Other,positive
1,other,18-24,highschool,Colombia,Other,negative
1,male,55-64,highschool,Australia,Other,positive
1,male,25-34,other,South Africa,Other,positive
1,prefer not to say,18-24,master,Angola,Other,neutral
1,other,35-44,phd,Germany,Other,positive
1,male,35-44,other,Peru,Other,positive
1,prefer not to say,45-54,elementary,Peru,Other,positive
1,female,65+,other,South Korea,Other,positive
1,male,35-44,other,South Africa,Other,neutral
1,female,55-64,elementary,Spain,Other,positive
1,other,other,highschool,Spain,Other,negative
1,prefer not to say,65+,elementary,Mozambique,Other,negative
1,prefer not to say,55-64,highschool,France,Other,negative
1,male,25-34,master,United Kingdom,Other,positive
1,female,65+,phd,Argentina,Other,positive
1,prefer not to say,65+,master,Peru,Other,positive
1,prefer not to say,18-24,phd,Other,Other,negative
1,other,55-64,highschool,Germany,Other,neutral
1,male,35-44,bachelor,Germany,Other,positive
1,male,55-64,elementary,China,Other,neutral
1,prefer not to say,other,elementary,Italy,Other,positive
1,prefer not to say,45-54,master,Chile,Other,negative
1,prefer not to say,65+,master,Other,Other,positive
1,other,other,phd,Canada,Other,positive
1,male,45-54,bachelor,Japan,Other,positive
1,female,45-54,other,Mexico,Other,negative
1,other,55-64,elementary,Portugal,Other,positive
1,male,45-54,other,Other,Other,positive
1,prefer not to say,65+,other,Mexico,Other,positive
1,other,55-64,bachelor,South Korea,Other,negative
1,female,55-64,bachelor,Mexico,Other,positive
1,prefer not to say,18-24,highschool,United Kingdom,Other,positive
1,male,25-34,phd,Angola,Other,positive
1,other,35-44,master,Spain,Other,negative
1,female,18-24,master,Australia,Other,positive
1,prefer not to say,25-34,other,Argentina,Other,positive
1,prefer not to say,65+,highschool,South Korea,Other,negative
1,other,45-54,phd,United Kingdom,Other,positive
1,male,other,highschool,Australia,Other,neutral
1,other,18-24,other,United Kingdom,Other,positive
1,male,25-34,elementary,Switzerland,Other,positive
1,male,other,master,Spain,Other,positive
1,female,other,phd,India,Other,positive
1,female,25-34,other,Chile,Other,positive
1,male,18-24,bachelor,Germany,Other,positive
1,male,other,phd,Peru,Other,positive
1,female,35-44,master,Chile,Other,positive
1,prefer not to say,65+,elementary,Netherlands,Other,neutral
1,prefer not to say,35-44,bachelor,Angola,Other,negative
1,male,35-44,phd,Peru,Other,positive
1,other,18-24,bachelor,South Korea,Other,neutral
1,prefer not to say,25-34,phd,Mozambique,Other,positive
1,prefer not to say,other,bachelor,Colombia,Other,neutral
1,other,18-24,bachelor,Brazil,MG,positive
1,female,other,elementary,Spain,Other,positive
1,male,55-64,elementary,Mozambique,Other,positive
1,prefer not to say,other,bachelor,Mozambique,Other,positive
1,other,55-64,master,United States,Other,positive
1,male,55-64,other,Mozambique,Other,positive
1,prefer not to say,25-34,phd,Italy,Other,negative
1,other,45-54,other,Mexico,Other,positive
1,other,45-54,phd,South Africa,Other,positive
1,female,35-44,elementary,Colombia,Other,positive
1,prefer not to say,55-64,elementary,Mexico,Other,positive
1,other,25-34,highschool,Argentina,Other,positive
1,female,other,highschool,Chile,Other,positive
1,other,55-64,phd,Other,Other,negative
1,other,55-64,master,Germany,Other,positive
1,other,45-54,elementary,Angola,Other,positive
1,other,55-64,bachelor,Italy,Other,positive
1,female,45-54,elementary,Netherlands,Other,positive
1,male,25-34,other,Italy,Other,positive
1,other,18-24,master,Australia,Other,positive
1,female,35-44,phd,United States,Other,positive
1,female,45-54,phd,Brazil,MG,positive
1,prefer not to say,65+,highschool,Mexico,Other,negative
1,prefer not to say,other,bachelor,United Kingdom,Other,positive
1,female,18-24,phd,Peru,Other,positive
1,other,55-64,highschool,Netherlands,Other,positive
1,female,other,master,Spain,Other,positive
1,female,other,highschool,South Africa,Other,positive
1,male,65+,other,South Korea,Other,positive
1,female,35-44,other,Japan,Other,negative
1,male,45-54,highschool,Chile,Other,positive
1,other,other,other,Germany,Other,positive
1,prefer not to say,35-44,highschool,Germany,Other,positive
1,prefer not to say,other,phd,Portugal,Other,neutral
1,other,25-34,phd,Canada,Other,positive
1,other,55-64,phd,Australia,Other,positive
1,other,other,bachelor,India,Other,positive
1,other,55-64,elementary,Mexico,Other,negative
1,female,65+,master,Angola,Other,positive
1,male,55-64,other,United Kingdom,Other,neutral
1,prefer not to say,other,bachelor,Canada,Other,positive
1,male,55-64,bachelor,Switzerland,Other,positive
1,prefer not to say,55-64,other,South Korea,Other,positive
1,other,65+,elementary,Germany,Other,positive
1,other,other,phd,Canada,Other,positive
1,prefer not to say,65+,master,Germany,Other,positive
1,female,35-44,master,Colombia,Other,negative
1,prefer not to say,65+,phd,Canada,Other,positive
1,other,45-54,highschool,China,Other,positive
1,male,18-24,bachelor,Canada,Other,positive
1,female,18-24,phd,Netherlands,Other,positive
1,other,65+,bachelor,United States,Other,positive
1,prefer not to say,45-54,master,South Africa,Other,negative
1,other,45-54,bachelor,Peru,Other,positive
1,prefer not to say,other,highschool,Colombia,Other,negative
1,male,35-44,elementary,Angola,Other,positive
1,other,other,master,Spain,Other,positive
1,prefer not to say,35-44,highschool,Canada,Other,positive
1,male,other,bachelor,Other,Other,positive
1,other,45-54,phd,Japan,Other,neutral
1,other,18-24,elementary,Canada,Other,positive
1,male,65+,other,India,Other,negative
1,prefer not to say,other,phd,United States,Other,neutral
1,prefer not to say,25-34,master,Chile,Other,positive
1,female,18-24,elementary,United States,Other,positive
1,male,18-24,bachelor,Canada,Other,positive
1,other,55-64,bachelor,Canada,Other,positive
1,prefer not to say,45-54,master,Germany,Other,positive
1,male,65+,highschool,Germany,Other,negative
1,prefer not to say,35-44,bachelor,Other,Other,positive
1,female,45-54,phd,China,Other,positive
1,prefer not to say,25-34,phd,Switzerland,Other,positive
1,prefer not to say,55-64,elementary,Colombia,Other,positive
1,other,55-64,highschool,Chile,Other,positive
1,other,other,other,Spain,Other,positive
1,prefer not to say,65+,highschool,South Africa,Other,neutral
1,other,55-64,other,Netherlands,Other,neutral
1,other,65+,highschool,Brazil,DF,positive
1,other,other,other,Chile,Other,positive
1,male,35-44,elementary,Colombia,Other,positive
1,prefer not to say,55-64,phd,South Africa,Other,positive
1,female,55-64,other,Canada,Other,neutral
1,female,35-44,elementary,Colombia,Other,negative
1,female,18-24,elementary,Spain,Other,positive
1,male,35-44,phd,Portugal,Other,positive
1,male,55-64,phd,Switzerland,Other,neutral
1,female,45-54,bachelor,Germany,Other,positive
1,male,other,phd,Other,Other,positive
1,other,45-54,highschool,South Africa,Other,positive
1,female,18-24,highschool,Angola,Other,positive
1,female,25-34,master,Spain,Other,positive
1,female,25-34,master,United States,Other,positive
1,male,18-24,bachelor,Germany,Other,positive
1,other,65+,other,South Africa,Other,negative
1,female,18-24,master,South Korea,Other,positive
1,other,55-64,phd,Mexico,Other,positive
1,female,other,highschool,Germany,Other,positive
1,male,55-64,elementary,Brazil,BA,negative
1,male,25-34,elementary,China,Other,positive
1,male,45-54,elementary,India,Other,positive
1,other,35-44,master,Other,Other,positive
1,prefer not to say,65+,phd,Japan,Other,positive
1,male,other,other,Colombia,Other,positive
1,female,35-44,other,Peru,Other,positive
1,prefer not to say,45-54,highschool,Colombia,Other,neutral
1,other,65+,highschool,United Kingdom,Other,positive
1,female,other,phd,United Kingdom,Other,negative
1,prefer not to say,35-44,highschool,United Kingdom,Other,positive
1,other,18-24,bachelor,Australia,Other,positive
1,prefer not to say,45-54,highschool,Peru,Other,neutral
1,male,55-64,other,United States,Other,positive
1,other,45-54,elementary,Australia,Other,positive
1,other,18-24,bachelor,Mozambique,Other,negative
1,male,25-34,other,United States,Other,positive
1,female,65+,bachelor,South Africa,Other,neutral
1,prefer not to say,45-54,highschool,Chile,Other,neutral
1,male,18-24,other,Australia,Other,positive
1,prefer not to say,25-34,phd,Peru,Other,neutral
1,other,18-24,elementary,India,Other,positive
1,female,45-54,phd,South Korea,Other,positive
1,female,55-64,highschool,China,Other,positive
1,other,45-54,elementary,Chile,Other,negative
1,male,18-24,highschool,United States,Other,negative
1,other,other,other,Peru,Other,neutral
1,female,45-54,highschool,Netherlands,Other,positive
1,prefer not to say,25-34,phd,Netherlands,Other,negative
1,male,55-64,other,Italy,Other,neutral
1,female,18-24,bachelor,India,Other,positive
1,prefer not to say,55-64,master,Peru,Other,positive
1,prefer not to say,35-44,phd,Japan,Other,positive
1,other,45-54,master,South Korea,Other,positive
1,male,18-24,bachelor,Angola,Other,positive
1,female,other,phd,Germany,Other,positive
1,other,other,highschool,South Korea,Other,positive
1,other,35-44,master,China,Other,neutral
1,other,35-44,highschool,United Kingdom,Other,neutral
1,prefer not to say,65+,elementary,Angola,Other,neutral
1,male,18-24,phd,Chile,Other,positive
1,prefer not to say,65+,master,India,Other,positive
1,prefer not to say,18-24,bachelor,Germany,Other,neutral
1,female,18-24,other,United Kingdom,Other,neutral
1,prefer not to say,other,highschool,Germany,Other,negative
1,female,45-54,highschool,Angola,Other,neutral
1,female,35-44,phd,Brazil,GO,positive
1,other,18-24,phd,Portugal,Other,positive
1,female,45-54,highschool,France,Other,positive
1,male,65+,elementary,China,Other,positive
1,other,other,master,Canada,Other,positive
1,other,18-24,bachelor,Canada,Other,positive
1,other,35-44,highschool,France,Other,neutral
1,prefer not to say,35-44,highschool,Mexico,Other,negative
1,female,25-34,bachelor,Canada,Other,positive
1,male,25-34,master,Spain,Other,neutral
1,other,65+,master,India,Other,positive
1,female,other,highschool,Chile,Other,positive
1,other,35-44,master,China,Other,negative
1,female,other,bachelor,India,Other,positive
1,male,other,highschool,India,Other,negative
1,other,45-54,other,Portugal,Other,positive
1,other,18-24,master,United Kingdom,Other,neutral
1,male,18-24,elementary,United Kingdom,Other,positive
1,female,55-64,phd,India,Other,positive
1,prefer not to say,35-44,master,Other,Other,negative
1,other,35-44,master,Canada,Other,positive
1,male,25-34,highschool,Portugal,Other,neutral
1,prefer not to say,25-34,highschool,Italy,Other,neutral
1,prefer not to say,55-64,phd,France,Other,neutral
1,other,55-64,elementary,Other,Other,neutral
1,male,55-64,phd,Other,Other,positive
1,female,55-64,bachelor,Angola,Other,negative
1,male,45-54,bachelor,France,Other,positive
1,prefer not to say,other,phd,United States,Other,positive
1,other,55-64,elementary,Switzerland,Other,positive
1,female,other,phd,Italy,Other,positive
1,female,18-24,other,Mexico,Other,positive
1,other,65+,other,Netherlands,Other,positive
1,male,35-44,elementary,Angola,Other,positive
1,other,other,bachelor,Switzerland,Other,neutral
1,other,25-34,bachelor,United States,Other,neutral
1,prefer not to say,other,other,Italy,Other,negative
1,prefer not to say,other,elementary,Australia,Other,neutral
1,male,55-64,other,Angola,Other,negative
1,other,other,bachelor,Spain,Other,neutral
1,male,18-24,elementary,Switzerland,Other,positive
1,male,35-44,elementary,South Africa,Other,positive
1,prefer not to say,25-34,phd,Argentina,Other,positive
1,other,18-24,elementary,Switzerland,Other,positive
1,female,other,master,Spain,Other,positive
1,other,18-24,bachelor,Argentina,Other,positive
1,other,65+,phd,Mozambique,Other,positive
1,other,other,bachelor,South Africa,Other,positive
1,other,55-64,bachelor,Colombia,Other,neutral
1,prefer not to say,25-34,elementary,Mexico,Other,positive
1,prefer not to say,18-24,elementary,United Kingdom,Other,negative
1,prefer not to say,25-34,bachelor,France,Other,positive
1,other,18-24,highschool,China,Other,neutral
1,other,55-64,bachelor,Argentina,Other,positive
1,other,other,bachelor,Mexico,Other,negative
1,other,55-64,phd,Peru,Other,positive
1,other,65+,other,United States,Other,negative
1,male,65+,elementary,United States,Other,positive
1,female,45-54,elementary,Other,Other,neutral
1,male,18-24,master,Australia,Other,positive
1,female,55-64,phd,France,Other,positive
1,male,18-24,elementary,Peru,Other,positive
1,female,55-64,other,Australia,Other,neutral
1,female,55-64,master,India,Other,positive
1,prefer not to say,45-54,phd,Switzerland,Other,positive
1,other,25-34,elementary,Other,Other,neutral
1,other,25-34,master,Italy,Other,positive
1,female,35-44,phd,Colombia,Other,positive
1,other,18-24,elementary,Other,Other,positive
1,other,65+,highschool,Mexico,Other,negative
1,prefer not to say,25-34,elementary,Colombia,Other,positive
1,male,55-64,highschool,Mozambique,Other,positive
1,other,55-64,other,Australia,Other,positive
1,female,18-24,elementary,France,Other,positive
1,other,35-44,highschool,Chile,Other,positive
1,female,45-54,highschool,Peru,Other,positive
1,other,18-24,highschool,Japan,Other,positive
1,prefer not to say,18-24,highschool,Argentina,Other,negative
1,male,55-64,elementary,Peru,Other,positive
1,female,45-54,master,Portugal,Other,positive
1,other,other,master,Portugal,Other,positive
1,female,45-54,master,United Kingdom,Other,neutral
1,prefer not to say,18-24,highschool,Canada,Other,neutral
1,male,65+,elementary,Italy,Other,positive
1,male,other,phd,Portugal,Other,neutral
1,male,35-44,phd,United Kingdom,Other,negative
1,male,18-24,highschool,Mozambique,Other,positive
1,female,18-24,elementary,India,Other,positive
1,other,other,highschool,United States,Other,positive
1,prefer not to say,other,elementary,Netherlands,Other,negative
1,other,55-64,master,Brazil,MG,positive
1,male,45-54,elementary,Japan,Other,negative
1,prefer not to say,45-54,master,India,Other,positive
1,prefer not to say,55-64,phd,China,Other,negative
1,prefer not to say,35-44,phd,Colombia,Other,positive
1,female,18-24,highschool,India,Other,positive
1,other,18-24,highschool,Brazil,MG,positive
1,female,18-24,phd,France,Other,positive
1,other,45-54,phd,France,Other,positive
1,prefer not to say,other,master,South Africa,Other,neutral
1,prefer not to say,65+,master,Japan,Other,negative
1,male,25-34,other,Peru,Other,neutral
1,prefer not to say,35-44,other,France,Other,positive
1,other,18-24,master,Peru,Other,positive
1,female,65+,other,China,Other,positive
1,other,55-64,master,Peru,Other,negative
1,other,45-54,bachelor,India,Other,positive
1,female,65+,elementary,South Korea,Other,negative
1,prefer not to say,18-24,master,Other,Other,positive
1,prefer not to say,18-24,highschool,Switzerland,Other,negative
1,female,other,elementary,United States,Other,positive
1,other,65+,bachelor,Japan,Other,positive
1,other,45-54,bachelor,Mozambique,Other,negative
1,male,other,master,Canada,Other,positive
1,female,45-54,other,Italy,Other,positive
1,male,35-44,other,Argentina,Other,positive
1,other,45-54,master,Colombia,Other,positive
1,male,55-64,highschool,United States,Other,positive
1,male,55-64,phd,Japan,Other,positive
1,female,65+,master,Other,Other,positive
1,male,55-64,bachelor,Germany,Other,negative
1,other,other,other,Brazil,GO,positive
1,female,18-24,master,Other,Other,positive
1,prefer not to say,35-44,master,France,Other,positive
1,prefer not to say,55-64,master,Other,Other,positive
1,female,65+,elementary,Other,Other,positive
1,other,35-44,highschool,France,Other,positive
1,male,35-44,master,China,Other,negative
1,other,35-44,highschool,Switzerland,Other,positive
1,male,55-64,master,Angola,Other,positive
1,prefer not to say,18-24,other,India,Other,positive
1,prefer not to say,55-64,highschool,China,Other,positive
1,other,55-64,master,Canada,Other,positive
1,female,18-24,elementary,Brazil,CE,positive
1,prefer not to say,65+,master,Canada,Other,neutral
1,prefer not to say,55-64,bachelor,Brazil,RJ,negative
1,other,other,highschool,Other,Other,positive
1,male,25-34,other,Mexico,Other,neutral
1,female,other,bachelor,Canada,Other,positive
1,other,55-64,phd,Chile,Other,neutral
1,other,65+,other,South Africa,Other,neutral
1,other,65+,bachelor,India,Other,negative
1,other,45-54,elementary,Canada,Other,positive
1,male,65+,master,Angola,Other,positive
1,male,65+,elementary,Canada,Other,positive
1,male,other,highschool,Chile,Other,positive
1,prefer not to say,25-34,elementary,Germany,Other,neutral
1,female,other,phd,Australia,Other,positive
1,male,18-24,highschool,France,Other,positive
1,female,55-64,elementary,Other,Other,positive
1,prefer not to say,35-44,bachelor,Japan,Other,positive
1,female,18-24,elementary,Brazil,BA,positive
1,prefer not to say,25-34,elementary,South Korea,Other,negative
1,male,25-34,bachelor,Canada,Other,positive
1,female,55-64,highschool,France,Other,negative
1,male,35-44,elementary,Spain,Other,neutral
1,male,other,highschool,Australia,Other,positive
1,male,35-44,other,India,Other,positive
1,other,18-24,highschool,Brazil,RS,neutral
1,male,25-34,phd,Germany,Other,positive
1,female,35-44,highschool,Japan,Other,negative
1,other,25-34,phd,South Korea,Other,negative
1,female,65+,phd,China,Other,positive
1,prefer not to say,25-34,elementary,Japan,Other,positive
1,male,18-24,phd,Japan,Other,negative
1,prefer not to say,65+,other,South Africa,Other,negative
1,male,25-34,other,Peru,Other,positive
1,prefer not to say,25-34,highschool,Italy,Other,negative
1,male,35-44,other,Peru,Other,positive
1,other,other,bachelor,Mexico,Other,positive
1,other,18-24,other,Peru,Other,positive
1,other,other,other,United Kingdom,Other,neutral
1,male,35-44,bachelor,Other,Other,neutral
1,female,55-64,other,South Korea,Other,positive
1,prefer not to say,25-34,other,Switzerland,Other,positive
1,female,18-24,bachelor,Peru,Other,positive
1,other,65+,elementary,India,Other,positive
1,female,18-24,other,Australia,Other,positive
1,female,55-64,highschool,Mozambique,Other,positive
1,prefer not to say,other,phd,South Korea,Other,negative
1,male,45-54,elementary,Portugal,Other,neutral
1,prefer not to say,45-54,bachelor,Netherlands,Other,positive
1,other,45-54,phd,Spain,Other,neutral
1,male,55-64,master,Mozambique,Other,positive
1,female,35-44,other,Chile,Other,positive
1,prefer not to say,25-34,elementary,Germany,Other,negative
1,female,55-64,phd,United States,Other,positive
1,male,18-24,bachelor,Argentina,Other,negative
1,male,65+,phd,Portugal,Other,positive
1,other,25-34,bachelor,Portugal,Other,positive
1,female,65+,bachelor,Mexico,Other,positive
1,female,55-64,other,France,Other,positive
1,prefer not to say,55-64,bachelor,Canada,Other,negative
1,other,55-64,master,South Korea,Other,positive
1,female,18-24,highschool,Mexico,Other,positive
1,other,55-64,highschool,India,Other,positive
1,prefer not to say,35-44,highschool,Brazil,RJ,positive
1,female,35-44,master,Switzerland,Other,negative
1,male,55-64,elementary,Canada,Other,positive
1,prefer not to say,45-54,phd,United States,Other,positive
1,other,55-64,highschool,United Kingdom,Other,positive
1,prefer not to say,18-24,phd,Brazil,SC,neutral
1,male,35-44,bachelor,Japan,Other,positive
1,prefer not to say,18-24,master,France,Other,positive
1,prefer not to say,35-44,other,Germany,Other,positive
1,prefer not to say,25-34,highschool,United Kingdom,Other,positive
1,prefer not to say,25-34,master,Chile,Other,positive
1,female,65+,other,Germany,Other,neutral
1,female,25-34,other,Australia,Other,neutral
1,female,45-54,elementary,Mozambique,Other,positive
1,prefer not to say,other,bachelor,Mozambique,Other,positive
1,other,35-44,highschool,Japan,Other,neutral
1,prefer not to say,35-44,elementary,South Africa,Other,neutral
1,other,65+,other,Chile,Other,positive
1,male,45-54,master,Angola,Other,positive
1,female,18-24,highschool,Chile,Other,neutral
1,prefer not to say,65+,highschool,South Korea,Other,positive
1,prefer not to say,55-64,elementary,Italy,Other,positive
1,female,45-54,bachelor,India,Other,positive
1,female,45-54,phd,South Korea,Other,positive
1,female,45-54,bachelor,Australia,Other,positive
1,male,35-44,elementary,Argentina,Other,positive
1,female,18-24,other,Peru,Other,positive
1,male,other,elementary,China,Other,positive
1,other,25-34,other,South Korea,Other,neutral
1,male,18-24,bachelor,United States,Other,positive
1,prefer not to say,45-54,phd,Canada,Other,neutral
1,prefer not to say,25-34,highschool,India,Other,positive
1,male,45-54,master,Mozambique,Other,positive
1,female,25-34,phd,Portugal,Other,positive
1,prefer not to say,other,master,Spain,Other,negative
1,male,35-44,phd,South Korea,Other,negative
1,male,35-44,other,Peru,Other,positive
1,other,25-34,phd,Peru,Other,positive
1,other,25-34,master,Mexico,Other,positive
1,other,55-64,master,China,Other,positive
1,prefer not to say,35-44,other,South Korea,Other,neutral
1,female,65+,master,United States,Other,positive
1,female,35-44,highschool,Argentina,Other,positive
1,female,35-44,master,Chile,Other,positive
1,female,18-24,highschool,Italy,Other,positive
